"_time","三重県","京都府","佐賀県","兵庫県","北海道","千葉県","和歌山県","埼玉県","大分県","大阪府","奈良県","宮城県","宮崎県","富山県","山口県","山形県","山梨県","岐阜県","岡山県","岩手県","島根県","広島県","徳島県","愛媛県","愛知県","新潟県","東京都","栃木県","沖縄県","滋賀県","熊本県","石川県","神奈川県","福井県","福岡県","福島県","秋田県","群馬県","茨城県","長崎県","長野県","青森県","静岡県","香川県","高知県","鳥取県","鹿児島県"
"1584802800.000000",0,1,0,4,3,2,0,6,8,6,1,0,0,0,1,0,0,2,1,0,0,1,0,0,2,0,3,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1584889200.000000",0,1,0,2,0,3,0,1,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,16,0,1,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0
"1584975600.000000",0,2,0,5,1,1,0,7,1,8,0,0,0,0,0,0,2,3,0,0,0,0,0,0,3,1,18,2,1,0,0,0,6,0,3,0,0,2,5,0,1,0,0,0,0,0,0
"1585062000.000000",0,4,0,1,4,5,0,1,2,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,1,41,4,0,0,1,0,4,2,0,0,0,1,0,1,0,4,0,0,0,0,0
"1585148400.000000",0,3,0,1,1,3,0,7,0,7,0,1,0,0,1,0,0,3,0,0,0,1,0,0,3,0,47,1,1,1,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,1
"1585234800.000000",0,1,0,3,1,7,0,6,2,20,0,0,0,0,0,0,0,2,1,0,0,0,0,1,3,1,40,0,0,0,2,0,11,3,4,0,2,0,3,0,1,0,0,0,1,0,0
"1585321200.000000",0,5,0,3,3,62,0,6,0,15,2,0,0,0,0,0,0,2,1,0,0,0,0,0,4,1,64,0,2,0,1,1,12,3,6,0,0,4,3,0,0,1,1,0,0,0,0
"1585407600.000000",0,7,0,7,4,33,0,5,1,17,0,2,0,0,0,0,0,1,0,0,0,2,0,0,3,0,72,1,0,0,1,0,9,1,4,0,0,0,0,0,2,0,0,0,1,0,0
"1585494000.000000",2,9,0,4,1,0,1,1,0,8,0,2,0,1,0,0,1,2,1,0,0,0,0,0,3,0,12,0,1,0,2,2,3,2,3,0,1,0,4,0,0,1,4,1,1,0,0
"1585580400.000000",0,13,1,11,0,13,0,15,1,28,0,1,0,1,0,1,1,4,0,0,0,0,2,5,8,0,79,2,0,1,0,2,14,5,17,2,1,1,4,0,0,0,3,0,2,0,0
